,BAC,C,WFC,JPM,GS,USB,PNC,TFC,FITB,STT,SCHW,MS,BLK,V
2023-10-03,25.90999984741211,39.86000061035156,38.66999816894531,142.7100067138672,306.1199951171875,31.34000015258789,119.77999877929688,27.190000534057617,23.940000534057617,64.79000091552734,51.29999923706055,78.0199966430664,625.469970703125,228.80999755859375
2023-10-04,25.940000534057617,39.810001373291016,38.970001220703125,143.35000610351562,308.6000061035156,31.239999771118164,120.0999984741211,27.170000076293945,24.020000457763672,64.45999908447266,51.40999984741211,79.08999633789062,636.530029296875,231.22000122070312
2023-10-05,26.059999465942383,39.880001068115234,39.29999923706055,142.89999389648438,310.5,31.8700008392334,120.37999725341797,27.280000686645508,24.309999465942383,64.2699966430664,51.060001373291016,79.1500015258789,640.2999877929688,233.47999572753906
2023-10-06,26.06999969482422,40.56999969482422,39.689998626708984,145.10000610351562,312.4800109863281,31.860000610351562,120.31999969482422,27.31999969482422,24.170000076293945,65.16999816894531,51.52000045776367,80.33000183105469,648.260009765625,235.0399932861328
2023-10-09,26.309999465942383,40.7400016784668,39.70000076293945,144.77000427246094,312.6099853515625,32.0099983215332,120.86000061035156,27.43000030517578,24.34000015258789,64.73999786376953,51.75,79.91000366210938,643.6199951171875,234.44000244140625
2023-10-10,27.010000228881836,41.439998626708984,39.81999969482422,145.64999389648438,314.7699890136719,32.59000015258789,122.2300033569336,29.25,24.989999771118164,65.44000244140625,51.779998779296875,80.12999725341797,641.9500122070312,236.60000610351562
2023-10-11,27.020000457763672,41.529998779296875,39.689998626708984,146.14999389648438,313.0199890136719,32.5099983215332,122.73999786376953,29.610000610351562,24.989999771118164,65.30000305175781,51.90999984741211,78.9000015258789,642.6699829101562,235.67999267578125
2023-10-12,26.899999618530273,41.529998779296875,39.7400016784668,145.80999755859375,309.8500061035156,32.2599983215332,121.31999969482422,28.8799991607666,24.5,64.08999633789062,51.5099983215332,77.80999755859375,636.1699829101562,236.77999877929688
2023-10-13,26.760000228881836,41.43000030517578,40.959999084472656,148.0,309.29998779296875,32.16999816894531,118.13999938964844,28.40999984741211,24.270000457763672,64.27999877929688,51.33000183105469,77.79000091552734,627.6599731445312,237.6699981689453
2023-10-16,26.989999771118164,40.95000076293945,41.650001525878906,147.85000610351562,314.3900146484375,32.619998931884766,118.12999725341797,29.0,24.690000534057617,65.5999984741211,53.720001220703125,78.7300033569336,635.4500122070312,240.07000732421875
2023-10-17,27.6200008392334,41.20000076293945,41.97999954223633,147.52999877929688,309.3599853515625,34.88999938964844,119.12999725341797,29.81999969482422,25.309999465942383,67.26000213623047,53.689998626708984,80.33000183105469,636.0999755859375,241.1999969482422
2023-10-18,27.309999465942383,40.470001220703125,41.529998779296875,145.91000366210938,301.9599914550781,33.369998931884766,115.69000244140625,28.739999771118164,24.639999389648438,68.62999725341797,51.84000015258789,74.87999725341797,616.6900024414062,237.47000122070312
