,KB,우리,하나,신한,DGB,BNK,JB,메리츠,한국금융,기업,제주,카카오
2022-01-03,55300.0,12800.0,42350.0,37250.0,9330.0,8390.0,8260.0,45500.0,79800.0,10350.0,6070.0,59100.0
2022-01-04,56400.0,13000.0,42700.0,37600.0,9390.0,8470.0,8370.0,48000.0,79700.0,10400.0,6090.0,57300.0
2022-01-05,56600.0,13050.0,43000.0,37500.0,9480.0,8550.0,8390.0,47000.0,78900.0,10450.0,6260.0,55600.0
2022-01-06,55800.0,12850.0,43200.0,37300.0,9440.0,8480.0,8340.0,46800.0,76800.0,10350.0,6150.0,56000.0
2022-01-07,55700.0,13100.0,43450.0,37650.0,9490.0,8560.0,8340.0,49300.0,78800.0,10350.0,6390.0,55000.0
2022-01-10,57800.0,13950.0,45400.0,38550.0,9730.0,8830.0,8600.0,48250.0,80600.0,10650.0,6670.0,51100.0
2022-01-11,60000.0,14550.0,46700.0,39000.0,9680.0,8800.0,8710.0,49350.0,78600.0,10750.0,6580.0,49350.0
2022-01-12,61900.0,14900.0,46550.0,39750.0,9700.0,8800.0,8760.0,51400.0,82300.0,10800.0,6630.0,49300.0
2022-01-13,62300.0,15000.0,46900.0,39450.0,9670.0,8920.0,8780.0,53700.0,81600.0,10750.0,6580.0,48850.0
2022-01-14,62200.0,15000.0,46200.0,39300.0,9770.0,8870.0,8680.0,51900.0,79600.0,10800.0,6500.0,46300.0
2022-01-17,61200.0,14800.0,45100.0,38850.0,9640.0,8580.0,8530.0,54500.0,78600.0,10650.0,6830.0,45100.0
2022-01-18,61700.0,14900.0,45450.0,38900.0,9590.0,8590.0,8450.0,51800.0,77700.0,10650.0,6820.0,43300.0
2022-01-19,61900.0,15050.0,46950.0,39500.0,9680.0,8640.0,8470.0,51100.0,77500.0,10650.0,6690.0,41800.0
2022-01-20,59500.0,14800.0,45350.0,38800.0,9510.0,8430.0,8390.0,51200.0,77800.0,10450.0,6690.0,42750.0
2022-01-21,60300.0,14850.0,45550.0,39250.0,9600.0,8500.0,8440.0,50900.0,76500.0,10500.0,6440.0,43800.0
2022-01-24,58800.0,14500.0,44350.0,38350.0,9450.0,8300.0,8290.0,50000.0,75800.0,10300.0,6120.0,42000.0
2022-01-25,57100.0,14000.0,43100.0,37700.0,9100.0,7970.0,8100.0,48500.0,74300.0,10150.0,6110.0,40250.0
2022-01-26,59100.0,14350.0,44400.0,38300.0,9230.0,8020.0,8120.0,46950.0,72900.0,10300.0,6150.0,40550.0
2022-01-27,58000.0,14300.0,44100.0,38100.0,9160.0,7930.0,8040.0,44750.0,70600.0,10200.0,6190.0,39650.0
2022-01-28,59500.0,14650.0,45000.0,38150.0,9230.0,8040.0,8130.0,43500.0,72500.0,10350.0,6260.0,41000.0
2022-01-31,59400.0,14650.0,44850.0,38600.0,9270.0,8070.0,8200.0,45750.0,75400.0,10350.0,6370.0,41350.0
2022-02-01,59400.0,14650.0,44850.0,38600.0,9270.0,8070.0,8200.0,45750.0,75400.0,10350.0,6370.0,41350.0
2022-02-02,59400.0,14650.0,44850.0,38600.0,9270.0,8070.0,8200.0,45750.0,75400.0,10350.0,6370.0,41350.0
2022-02-03,59400.0,14650.0,44850.0,38600.0,9270.0,8070.0,8200.0,45750.0,75400.0,10350.0,6370.0,41350.0
2022-02-04,60900.0,15350.0,46000.0,39450.0,9550.0,8280.0,8400.0,45300.0,76800.0,10700.0,6570.0,42100.0
2022-02-07,61200.0,15100.0,46250.0,39700.0,9630.0,8350.0,8450.0,44800.0,77000.0,10650.0,6790.0,42350.0
2022-02-08,60700.0,15200.0,46150.0,39650.0,9650.0,8330.0,8360.0,44300.0,77700.0,10550.0,6640.0,44650.0
2022-02-09,63800.0,15850.0,48000.0,40600.0,9850.0,8610.0,8570.0,44550.0,80000.0,11000.0,6890.0,44200.0
2022-02-10,65500.0,15550.0,48600.0,40500.0,9780.0,8540.0,8500.0,41550.0,79600.0,11050.0,6720.0,42800.0
2022-02-11,65800.0,15150.0,51200.0,41100.0,9980.0,8500.0,8490.0,42150.0,79800.0,11150.0,6860.0,42150.0
2022-02-14,64600.0,14700.0,50000.0,40400.0,9760.0,8340.0,8480.0,42000.0,78600.0,11050.0,6420.0,43950.0
2022-02-15,64500.0,14500.0,49700.0,40450.0,9510.0,8190.0,8360.0,39900.0,77800.0,10950.0,6240.0,44200.0
2022-02-16,64600.0,14650.0,50600.0,41100.0,9700.0,8300.0,8420.0,39100.0,78300.0,11050.0,6460.0,46450.0
2022-02-17,65100.0,14900.0,52400.0,41250.0,9680.0,8350.0,8450.0,38450.0,79500.0,11150.0,6390.0,49400.0
2022-02-18,63700.0,14850.0,52100.0,41250.0,9630.0,8280.0,8380.0,38400.0,79700.0,11150.0,6400.0,49350.0
2022-02-21,63300.0,14500.0,51400.0,41250.0,9580.0,8140.0,8300.0,38150.0,79300.0,11150.0,6310.0,48900.0
2022-02-22,62600.0,14600.0,51200.0,40650.0,9350.0,7970.0,8210.0,40150.0,77800.0,10900.0,6160.0,47250.0
2022-02-23,62200.0,14400.0,50800.0,40700.0,9340.0,7980.0,8230.0,39650.0,80200.0,10900.0,6290.0,47100.0
2022-02-24,61000.0,14250.0,49550.0,39800.0,9230.0,7790.0,8140.0,38500.0,78200.0,10600.0,6050.0,46900.0
2022-02-25,58900.0,14200.0,48800.0,38950.0,9190.0,7780.0,8140.0,39450.0,78300.0,10450.0,6080.0,47750.0
2022-02-28,59700.0,14300.0,48700.0,39050.0,9480.0,7880.0,8220.0,36850.0,79200.0,10750.0,6050.0,48000.0
2022-03-01,57300.0,13700.0,46450.0,38200.0,9070.0,7600.0,8070.0,35950.0,78800.0,10500.0,6080.0,47900.0
2022-03-02,57300.0,13700.0,46450.0,38200.0,9070.0,7600.0,8070.0,35950.0,78800.0,10500.0,6080.0,47900.0
2022-03-03,58400.0,14150.0,47250.0,38550.0,9100.0,7700.0,8210.0,35050.0,80000.0,10700.0,6110.0,48600.0
2022-03-04,57500.0,13950.0,46750.0,38200.0,9100.0,7700.0,8140.0,33950.0,79100.0,10550.0,6050.0,48700.0
2022-03-07,55000.0,13450.0,45300.0,37200.0,8930.0,7470.0,8070.0,32800.0,76200.0,10350.0,5950.0,47350.0
2022-03-08,53200.0,13500.0,44300.0,36400.0,8820.0,7330.0,7950.0,31700.0,77400.0,10300.0,5880.0,48000.0
2022-03-09,54600.0,14050.0,45650.0,37100.0,9000.0,7490.0,8080.0,31550.0,78500.0,10500.0,5910.0,48150.0
2022-03-10,54600.0,14050.0,45650.0,37100.0,9000.0,7490.0,8080.0,31550.0,78500.0,10500.0,5910.0,48150.0
2022-03-11,55000.0,14050.0,46550.0,37350.0,9080.0,7600.0,7960.0,31500.0,76500.0,10550.0,6000.0,48900.0
2022-03-14,55800.0,14250.0,46400.0,37650.0,9070.0,7610.0,8100.0,31750.0,76100.0,10550.0,6200.0,49800.0
2022-03-15,56700.0,14450.0,47450.0,37900.0,8980.0,7620.0,8070.0,34100.0,74400.0,10450.0,6300.0,52500.0
2022-03-16,56900.0,14500.0,47200.0,37900.0,9090.0,7660.0,8070.0,33700.0,74700.0,10550.0,6300.0,52600.0
2022-03-17,57900.0,14650.0,47800.0,38300.0,9220.0,7700.0,8090.0,34100.0,77100.0,10600.0,6300.0,52100.0
2022-03-18,57500.0,14800.0,47750.0,38200.0,9250.0,7760.0,8040.0,34600.0,76300.0,10600.0,6280.0,52800.0
2022-03-21,57400.0,14550.0,47400.0,38200.0,9230.0,7720.0,8200.0,34050.0,76000.0,10550.0,6250.0,50500.0
2022-03-22,58600.0,14900.0,48200.0,38700.0,9250.0,7780.0,8220.0,34500.0,77000.0,10750.0,6360.0,50900.0
2022-03-23,61100.0,15100.0,49350.0,39700.0,9270.0,7880.0,8370.0,36150.0,77700.0,10750.0,6510.0,52300.0
2022-03-24,61400.0,15200.0,49750.0,39800.0,9280.0,7850.0,8390.0,37800.0,76800.0,10800.0,6500.0,51400.0
2022-03-25,60900.0,15100.0,49350.0,40100.0,9300.0,7850.0,8310.0,36150.0,76300.0,10900.0,6520.0,51000.0
2022-03-28,61200.0,15250.0,49250.0,41100.0,9420.0,7960.0,8430.0,37150.0,76000.0,10900.0,6760.0,50000.0
2022-03-29,60600.0,15450.0,49050.0,41300.0,9430.0,7970.0,8460.0,38600.0,76000.0,10950.0,6730.0,49750.0
2022-03-30,60000.0,15200.0,48450.0,41200.0,9400.0,7910.0,8420.0,39050.0,76800.0,10850.0,6530.0,50300.0
2022-03-31,61300.0,15350.0,48600.0,41500.0,9340.0,7960.0,8450.0,40650.0,78400.0,10850.0,6550.0,51600.0
2022-04-01,60800.0,15350.0,48400.0,41450.0,9320.0,7960.0,8420.0,40600.0,77400.0,10950.0,6560.0,50900.0
2022-04-04,61100.0,15300.0,48500.0,41500.0,9310.0,8030.0,8500.0,40700.0,78200.0,11000.0,6530.0,50800.0
2022-04-05,59500.0,14850.0,47100.0,40400.0,9170.0,7870.0,8510.0,39300.0,77500.0,10800.0,6430.0,49800.0
2022-04-06,59700.0,15000.0,47450.0,40800.0,9300.0,8000.0,8560.0,40600.0,76300.0,10950.0,6500.0,48350.0
2022-04-07,58200.0,15150.0,46700.0,40300.0,9260.0,7880.0,8570.0,40350.0,75300.0,10950.0,6330.0,46200.0
2022-04-08,58200.0,15200.0,46350.0,40250.0,9240.0,7920.0,8520.0,39800.0,75900.0,11000.0,6300.0,46100.0
2022-04-11,59600.0,15450.0,47000.0,41150.0,9330.0,8030.0,8700.0,40800.0,76600.0,11250.0,6480.0,45350.0
2022-04-12,59600.0,15450.0,46900.0,40950.0,9290.0,7970.0,8690.0,41200.0,75100.0,11200.0,6370.0,45300.0
2022-04-13,59700.0,15300.0,47200.0,40450.0,9240.0,7980.0,8720.0,41400.0,75700.0,11150.0,6350.0,46850.0
2022-04-14,59800.0,15400.0,47100.0,40750.0,9150.0,7980.0,8720.0,42350.0,75300.0,11150.0,6370.0,46700.0
2022-04-15,59400.0,15200.0,46900.0,40300.0,9120.0,7910.0,8720.0,41000.0,74700.0,11000.0,6300.0,46200.0
2022-04-18,59600.0,15250.0,46700.0,40150.0,9080.0,7850.0,8720.0,39950.0,74700.0,11050.0,6230.0,45400.0
2022-04-19,59700.0,15800.0,47600.0,40650.0,9210.0,7990.0,8740.0,41000.0,75200.0,11200.0,6260.0,45600.0
2022-04-20,60000.0,16000.0,47750.0,40950.0,9170.0,7960.0,8820.0,37800.0,74700.0,11350.0,6390.0,45150.0
2022-04-21,60300.0,16200.0,48050.0,41350.0,9170.0,7980.0,8850.0,38600.0,75700.0,11450.0,6380.0,45050.0
2022-04-22,61900.0,16200.0,48750.0,42150.0,9210.0,8040.0,9010.0,38000.0,74500.0,11600.0,6500.0,43600.0
2022-04-25,60000.0,15800.0,47450.0,42050.0,9200.0,8000.0,9010.0,37300.0,72500.0,11550.0,6470.0,42450.0
2022-04-26,60000.0,15700.0,47250.0,41700.0,9060.0,7910.0,9000.0,38150.0,71700.0,11200.0,6380.0,43250.0
2022-04-27,57900.0,15300.0,46250.0,41200.0,8860.0,7700.0,8850.0,38100.0,69500.0,11000.0,6160.0,42250.0
2022-04-28,59100.0,15300.0,47600.0,42450.0,8910.0,7810.0,8900.0,39200.0,70500.0,11250.0,6200.0,42950.0
2022-04-29,58500.0,14750.0,47000.0,42150.0,8940.0,7880.0,8950.0,37850.0,70600.0,11250.0,6350.0,42350.0
2022-05-02,58300.0,14950.0,46600.0,41700.0,8850.0,7890.0,8860.0,38050.0,70000.0,11250.0,6280.0,41100.0
2022-05-03,58600.0,15200.0,46250.0,41650.0,8850.0,7890.0,8790.0,37050.0,71000.0,11350.0,6270.0,41250.0
2022-05-04,59900.0,15350.0,47300.0,42500.0,8870.0,7890.0,8780.0,36500.0,71100.0,11450.0,6320.0,41450.0
2022-05-05,59600.0,15300.0,47100.0,42250.0,9030.0,7900.0,8700.0,35750.0,70100.0,11300.0,6320.0,40100.0
2022-05-06,59600.0,15300.0,47100.0,42250.0,9030.0,7900.0,8700.0,35750.0,70100.0,11300.0,6320.0,40100.0
2022-05-09,58900.0,15300.0,47500.0,42400.0,8920.0,7870.0,8610.0,34850.0,69900.0,11300.0,6150.0,40900.0
2022-05-10,58000.0,14950.0,45950.0,41100.0,8860.0,7770.0,8630.0,33950.0,68600.0,11100.0,6150.0,40050.0
2022-05-11,56900.0,14650.0,44500.0,40450.0,8610.0,7540.0,8530.0,30900.0,67500.0,10900.0,6100.0,40100.0
2022-05-12,57700.0,15050.0,44650.0,41000.0,8500.0,7530.0,8540.0,30150.0,66500.0,10950.0,6010.0,37950.0
2022-05-13,58300.0,15700.0,45900.0,42300.0,8560.0,7680.0,8600.0,30350.0,68400.0,11200.0,6070.0,38450.0
2022-05-16,58700.0,15700.0,46450.0,42350.0,8560.0,7700.0,8670.0,30000.0,68800.0,11150.0,6080.0,38850.0
2022-05-17,58000.0,15700.0,46250.0,42400.0,8670.0,7750.0,8870.0,31050.0,69100.0,11250.0,6060.0,40000.0
2022-05-18,58000.0,14900.0,46200.0,42050.0,8740.0,7720.0,8820.0,31700.0,69200.0,11050.0,6060.0,39400.0
2022-05-19,56700.0,14200.0,45300.0,40700.0,8520.0,7540.0,8710.0,30600.0,67400.0,11000.0,5950.0,38650.0
2022-05-20,57800.0,14600.0,46950.0,41700.0,8560.0,7620.0,8690.0,30700.0,69400.0,11000.0,6030.0,39950.0
2022-05-23,58300.0,14650.0,47400.0,41600.0,8550.0,7630.0,8770.0,32000.0,70100.0,11050.0,5970.0,40000.0
2022-05-24,59400.0,14800.0,47650.0,42000.0,8560.0,7710.0,8770.0,31300.0,69500.0,11100.0,5880.0,39400.0
2022-05-25,59600.0,14800.0,47850.0,42350.0,8600.0,7800.0,8860.0,32550.0,69100.0,11100.0,5860.0,40150.0
2022-05-26,59200.0,14850.0,48200.0,42350.0,8660.0,7750.0,8870.0,31800.0,69100.0,11150.0,5860.0,40650.0
2022-05-27,59800.0,14900.0,49050.0,42900.0,8750.0,7840.0,8830.0,32750.0,70400.0,11250.0,5930.0,41250.0
2022-05-30,60000.0,14950.0,49500.0,43200.0,8770.0,7890.0,8860.0,31950.0,71200.0,11250.0,5890.0,41300.0
2022-05-31,60400.0,14900.0,49500.0,43050.0,8680.0,7890.0,8940.0,32700.0,71600.0,11250.0,5860.0,40650.0
2022-06-01,58200.0,14600.0,47600.0,42350.0,8680.0,7770.0,8840.0,31850.0,70500.0,11150.0,5880.0,39850.0
2022-06-02,58200.0,14600.0,47600.0,42350.0,8680.0,7770.0,8840.0,31850.0,70500.0,11150.0,5880.0,39850.0
2022-06-03,58200.0,14600.0,47600.0,42450.0,8670.0,7810.0,8850.0,31800.0,71200.0,11150.0,5860.0,41150.0
2022-06-06,57400.0,14600.0,46750.0,41700.0,8600.0,7720.0,8810.0,30800.0,69200.0,11050.0,5750.0,41500.0
2022-06-07,57400.0,14600.0,46750.0,41700.0,8600.0,7720.0,8810.0,30800.0,69200.0,11050.0,5750.0,41500.0
2022-06-08,57400.0,14750.0,46750.0,41800.0,8640.0,7770.0,8840.0,30450.0,69100.0,11050.0,5810.0,40400.0
2022-06-09,57100.0,14900.0,46550.0,42500.0,8530.0,7690.0,8600.0,30450.0,69500.0,11000.0,5820.0,41050.0
2022-06-10,55400.0,14750.0,46000.0,42200.0,8450.0,7600.0,8480.0,29950.0,69100.0,10850.0,5810.0,39150.0
2022-06-13,53800.0,14050.0,44700.0,40550.0,8180.0,7400.0,8180.0,28750.0,66600.0,10600.0,5540.0,36000.0
2022-06-14,54800.0,14350.0,45150.0,40950.0,8460.0,7550.0,8590.0,28000.0,65800.0,10750.0,5630.0,35350.0
2022-06-15,54000.0,14000.0,44300.0,40750.0,8300.0,7470.0,8210.0,27250.0,62800.0,10600.0,5670.0,35800.0
2022-06-16,52800.0,13900.0,43950.0,40550.0,8070.0,7400.0,8090.0,28100.0,63400.0,10500.0,5800.0,36450.0
2022-06-17,52100.0,13650.0,42600.0,40050.0,7870.0,7290.0,7940.0,27650.0,62500.0,10450.0,5800.0,36150.0
2022-06-20,51400.0,13400.0,41950.0,39750.0,7650.0,7080.0,7830.0,26450.0,60700.0,10250.0,5660.0,35600.0
2022-06-21,50800.0,13300.0,42200.0,39600.0,7750.0,7070.0,8000.0,27150.0,61500.0,10300.0,5620.0,36100.0
2022-06-22,48650.0,12800.0,40000.0,39050.0,7510.0,6820.0,7650.0,25900.0,59700.0,10000.0,5400.0,34000.0
2022-06-23,47900.0,12500.0,40050.0,37750.0,7390.0,6670.0,7340.0,25600.0,59700.0,9840.0,4995.0,33750.0
2022-06-24,49000.0,12850.0,40300.0,38700.0,7570.0,6850.0,7680.0,26600.0,61100.0,10000.0,5110.0,34800.0
2022-06-27,48900.0,12500.0,39800.0,38500.0,7600.0,6820.0,7550.0,27150.0,62400.0,9940.0,5190.0,34550.0
2022-06-28,49400.0,12550.0,40750.0,39000.0,7640.0,6810.0,7580.0,26850.0,63400.0,9940.0,5180.0,33750.0
2022-06-29,48100.0,12050.0,39900.0,37850.0,7660.0,6730.0,7370.0,25950.0,62100.0,9810.0,5100.0,31100.0
2022-06-30,48150.0,12100.0,39350.0,37050.0,7610.0,6710.0,7350.0,25850.0,61700.0,9620.0,5040.0,30250.0
2022-07-01,48200.0,12000.0,39800.0,37900.0,7800.0,6820.0,7440.0,26200.0,62100.0,9680.0,4880.0,28950.0
2022-07-04,46950.0,11650.0,38350.0,37250.0,7710.0,6720.0,7190.0,25900.0,62400.0,9440.0,4525.0,29450.0
2022-07-05,47300.0,11900.0,38950.0,37300.0,7880.0,6820.0,7310.0,27050.0,63000.0,9540.0,4565.0,30600.0
2022-07-06,45650.0,11300.0,37550.0,35450.0,7740.0,6550.0,7050.0,26500.0,62200.0,9150.0,4315.0,31300.0
2022-07-07,46050.0,11450.0,36800.0,35050.0,7790.0,6540.0,7110.0,26600.0,61700.0,9100.0,4335.0,31750.0
2022-07-08,47000.0,11600.0,37200.0,36250.0,7790.0,6630.0,7130.0,26600.0,61600.0,9210.0,4395.0,31300.0
2022-07-11,46850.0,11550.0,36550.0,35850.0,7710.0,6580.0,7180.0,26400.0,61000.0,9210.0,4290.0,31200.0
2022-07-12,46100.0,11350.0,36050.0,35600.0,7500.0,6490.0,7040.0,25400.0,60000.0,9150.0,4135.0,30000.0
2022-07-13,45300.0,11450.0,35650.0,34600.0,7580.0,6450.0,7070.0,25400.0,60100.0,9070.0,4420.0,31600.0
2022-07-14,45350.0,11300.0,34800.0,34000.0,7520.0,6380.0,7160.0,24800.0,58000.0,9030.0,4375.0,30900.0
2022-07-15,44050.0,11000.0,33850.0,33400.0,7340.0,6240.0,7000.0,23250.0,56600.0,8880.0,4620.0,29900.0
2022-07-18,46150.0,11650.0,35600.0,34650.0,7570.0,6510.0,7180.0,24150.0,60500.0,9170.0,5640.0,30600.0
2022-07-19,46300.0,11600.0,35650.0,34600.0,7490.0,6490.0,7220.0,24900.0,59200.0,9200.0,6350.0,30600.0
2022-07-20,48500.0,11950.0,36600.0,35550.0,7690.0,6620.0,7280.0,25150.0,61400.0,9340.0,6570.0,30850.0
2022-07-21,48650.0,12200.0,37400.0,35850.0,7830.0,6660.0,7400.0,25400.0,63000.0,9390.0,6090.0,31300.0
2022-07-22,47750.0,12050.0,36150.0,35650.0,7820.0,6660.0,7420.0,25100.0,62500.0,9340.0,5930.0,30900.0
2022-07-25,47850.0,11950.0,36250.0,36000.0,7700.0,6670.0,7340.0,25400.0,62400.0,9390.0,5700.0,30450.0
2022-07-26,47700.0,11900.0,35900.0,35750.0,7680.0,6620.0,7340.0,25300.0,62400.0,9300.0,5650.0,30050.0
2022-07-27,47700.0,11850.0,36100.0,35650.0,7700.0,6660.0,7390.0,25000.0,62500.0,9320.0,5670.0,29900.0
2022-07-28,47650.0,11750.0,36800.0,35700.0,7760.0,6770.0,7450.0,25400.0,62200.0,9350.0,5620.0,30050.0
2022-07-29,48450.0,11900.0,37200.0,35700.0,7720.0,6790.0,7460.0,26250.0,63100.0,9390.0,5520.0,30900.0
2022-08-01,47950.0,11750.0,36900.0,35050.0,7700.0,6750.0,7460.0,25900.0,62300.0,9340.0,5410.0,30800.0
2022-08-02,47500.0,11750.0,36900.0,35150.0,7560.0,6640.0,7250.0,26100.0,61800.0,9300.0,5360.0,30350.0
2022-08-03,47700.0,11850.0,36850.0,35250.0,7520.0,6640.0,7230.0,27350.0,61700.0,9310.0,5450.0,31400.0
2022-08-04,48100.0,11750.0,37200.0,35450.0,7500.0,6670.0,7220.0,28000.0,60600.0,9300.0,5530.0,32900.0
2022-08-05,50400.0,11800.0,38050.0,35850.0,7570.0,6790.0,7370.0,28850.0,62500.0,9410.0,5470.0,32300.0
2022-08-08,50600.0,12150.0,39050.0,35950.0,7570.0,6810.0,7430.0,29300.0,62000.0,9560.0,5470.0,32000.0
2022-08-09,50900.0,12200.0,39450.0,36150.0,7570.0,6830.0,7380.0,30300.0,61800.0,9550.0,5400.0,33200.0
2022-08-10,50800.0,12000.0,39300.0,35800.0,7520.0,6760.0,7320.0,28500.0,60500.0,9490.0,5300.0,31550.0
2022-08-11,52200.0,12300.0,40150.0,36300.0,7650.0,6880.0,7450.0,29200.0,62900.0,9700.0,5410.0,33150.0
2022-08-12,52200.0,12400.0,39600.0,36100.0,7720.0,6890.0,7510.0,28950.0,62800.0,9730.0,5410.0,32950.0
2022-08-15,51800.0,12350.0,39150.0,35750.0,7670.0,6880.0,7570.0,28400.0,62100.0,9800.0,5410.0,32400.0
2022-08-16,51800.0,12350.0,39150.0,35750.0,7670.0,6880.0,7570.0,28400.0,62100.0,9800.0,5410.0,32400.0
2022-08-17,51900.0,12450.0,39250.0,36050.0,7620.0,6870.0,7630.0,29850.0,62000.0,9780.0,5430.0,32400.0
2022-08-18,50700.0,12200.0,38500.0,35500.0,7580.0,6830.0,7660.0,30050.0,61200.0,9690.0,5580.0,31200.0
2022-08-19,50800.0,12450.0,38500.0,35700.0,7590.0,6850.0,7740.0,31300.0,60800.0,9770.0,5490.0,28650.0
2022-08-22,49750.0,12200.0,37800.0,35450.0,7510.0,6750.0,7680.0,30950.0,59200.0,9680.0,5400.0,28050.0
2022-08-23,49000.0,12050.0,37750.0,35300.0,7460.0,6670.0,7580.0,30500.0,57900.0,9570.0,5400.0,27800.0
2022-08-24,50400.0,12200.0,38850.0,36100.0,7470.0,6710.0,7620.0,29250.0,57800.0,9640.0,5740.0,28300.0
2022-08-25,50300.0,12300.0,39200.0,36450.0,7510.0,6780.0,7600.0,29500.0,58200.0,9710.0,5600.0,28300.0
2022-08-26,50100.0,12300.0,39050.0,36350.0,7480.0,6780.0,7630.0,29550.0,58500.0,9720.0,5560.0,28100.0
2022-08-29,49200.0,12000.0,38050.0,35500.0,7390.0,6670.0,7550.0,29000.0,56500.0,9550.0,6250.0,26950.0
2022-08-30,49600.0,12050.0,38800.0,35850.0,7430.0,6700.0,7490.0,30100.0,57000.0,9610.0,6190.0,27300.0
2022-08-31,49450.0,12200.0,39250.0,36600.0,7450.0,6710.0,7590.0,30800.0,56800.0,9570.0,5970.0,27300.0
2022-09-01,47750.0,11550.0,37500.0,34900.0,7360.0,6600.0,7510.0,29300.0,55600.0,9460.0,6040.0,26100.0
2022-09-02,47150.0,11450.0,37700.0,34600.0,7370.0,6560.0,7510.0,28300.0,56000.0,9430.0,6200.0,25850.0
2022-09-05,48100.0,11600.0,38050.0,34750.0,7350.0,6600.0,7470.0,27900.0,56100.0,9490.0,6230.0,25600.0
2022-09-06,48150.0,11550.0,37950.0,34650.0,7330.0,6560.0,7380.0,27000.0,56000.0,9500.0,6000.0,25600.0
2022-09-07,46850.0,11300.0,36800.0,34250.0,7230.0,6440.0,7230.0,25900.0,53800.0,9390.0,6290.0,24850.0
2022-09-08,48200.0,11350.0,37000.0,35050.0,7250.0,6510.0,7190.0,25450.0,54400.0,9450.0,7020.0,25000.0
2022-09-09,49950.0,11800.0,39250.0,36000.0,7390.0,6730.0,7400.0,25950.0,56500.0,9710.0,6810.0,26800.0
2022-09-12,49950.0,11800.0,39250.0,36000.0,7390.0,6730.0,7400.0,25950.0,56500.0,9710.0,6810.0,26800.0
2022-09-13,49950.0,11800.0,39250.0,36000.0,7390.0,6730.0,7400.0,25950.0,56500.0,9710.0,6810.0,26800.0
2022-09-14,49800.0,11550.0,38450.0,35400.0,7300.0,6590.0,7280.0,25250.0,55000.0,9650.0,7210.0,26250.0
2022-09-15,49600.0,11700.0,38750.0,35800.0,7310.0,6600.0,7300.0,25100.0,55100.0,9720.0,7410.0,25600.0
2022-09-16,50100.0,11800.0,38900.0,35900.0,7320.0,6590.0,7280.0,24550.0,55700.0,9870.0,7130.0,25250.0
2022-09-19,49600.0,11700.0,38600.0,36100.0,7350.0,6560.0,7370.0,24200.0,55100.0,9810.0,8380.0,25000.0
2022-09-20,49950.0,11850.0,39050.0,36550.0,7380.0,6610.0,7500.0,24600.0,55900.0,9930.0,8820.0,25250.0
2022-09-21,48800.0,11800.0,38350.0,36150.0,7380.0,6590.0,7480.0,24250.0,55100.0,9850.0,8560.0,25050.0
2022-09-22,49050.0,11800.0,38150.0,36050.0,7300.0,6520.0,7500.0,23800.0,53900.0,9880.0,8010.0,24050.0
2022-09-23,49400.0,11950.0,39150.0,36950.0,7360.0,6530.0,7370.0,22900.0,52900.0,9900.0,9880.0,23450.0
2022-09-26,46450.0,11350.0,37500.0,35350.0,7250.0,6340.0,7160.0,22150.0,50200.0,9620.0,9550.0,21800.0
2022-09-27,44500.0,11250.0,36450.0,34500.0,7090.0,6210.0,7100.0,21700.0,49850.0,9560.0,9320.0,21500.0
2022-09-28,44350.0,10950.0,36500.0,34250.0,6990.0,6100.0,7020.0,20850.0,49050.0,9410.0,9990.0,21900.0
2022-09-29,44250.0,10950.0,36500.0,34300.0,6970.0,6110.0,7030.0,20850.0,48200.0,9620.0,10150.0,20600.0
2022-09-30,43700.0,10700.0,35450.0,33500.0,6970.0,6020.0,6960.0,20850.0,47500.0,9520.0,8880.0,20050.0
2022-10-03,44700.0,11100.0,37250.0,34500.0,7000.0,6180.0,7040.0,21600.0,47900.0,9720.0,8870.0,20350.0
2022-10-04,44700.0,11100.0,37250.0,34500.0,7000.0,6180.0,7040.0,21600.0,47900.0,9720.0,8870.0,20350.0
2022-10-05,46500.0,11200.0,38250.0,34900.0,7020.0,6190.0,7090.0,20800.0,48100.0,9760.0,9630.0,20000.0
2022-10-06,45800.0,11100.0,37350.0,34700.0,7060.0,6200.0,7220.0,21250.0,48550.0,9770.0,9870.0,20250.0
2022-10-07,45900.0,11400.0,37850.0,35450.0,7150.0,6320.0,7250.0,21750.0,49000.0,9970.0,9820.0,18350.0
2022-10-10,44650.0,11100.0,36850.0,34650.0,7000.0,6180.0,7090.0,20850.0,46950.0,9840.0,9580.0,17800.0
2022-10-11,44650.0,11100.0,36850.0,34650.0,7000.0,6180.0,7090.0,20850.0,46950.0,9840.0,9580.0,17800.0
2022-10-12,44550.0,11350.0,37350.0,34950.0,7000.0,6170.0,7180.0,20850.0,48750.0,9920.0,8560.0,17750.0
2022-10-13,44700.0,11350.0,37500.0,34900.0,7000.0,6150.0,7200.0,20350.0,48150.0,9970.0,8540.0,16550.0
2022-10-14,46750.0,11850.0,38450.0,35700.0,7100.0,6320.0,7230.0,22300.0,50600.0,10150.0,8740.0,17500.0
2022-10-17,45900.0,11700.0,38300.0,36200.0,7210.0,6370.0,7280.0,22750.0,50600.0,10200.0,8470.0,16600.0
2022-10-18,47350.0,11850.0,39400.0,36750.0,7290.0,6470.0,7330.0,23950.0,51400.0,10250.0,8640.0,17200.0
2022-10-19,47900.0,12000.0,39500.0,37050.0,7230.0,6430.0,7350.0,23400.0,51100.0,10350.0,8950.0,17400.0
