Date,KB,우리,하나,신한,DGB,BNK,JB,메리츠,한국금융,기업,제주,카카오
2025-01-02,83400,15290,56800,47750,8170,10510,15800,104200,70700,14380,8300,20950
2025-01-03,83800,15260,57000,48200,8250,10460,15700,105800,71100,14350,8200,21450
2025-01-06,85500,15430,57800,48950,8210,10400,16100,104600,72200,14450,8270,21750
2025-01-07,85600,15440,57700,48950,8320,10490,16230,105800,74600,14410,8360,21400
2025-01-08,85600,15350,57800,49150,8320,10430,16260,104100,73600,14440,8290,21650
2025-01-09,86700,15400,58500,49500,8320,10400,16260,103900,73600,14520,8250,21650
2025-01-10,87800,15500,58600,49850,8410,10560,16890,104500,74600,14650,8180,21400
2025-01-13,89300,15560,58600,50000,8590,10940,17260,109100,72800,14690,8310,21100
2025-01-14,88800,15520,58000,49500,8660,11170,17350,109200,73800,14740,8190,21100
2025-01-15,89900,15460,57800,50300,8750,11590,18000,108100,74900,14690,8320,21100
2025-01-16,90400,15560,58100,50300,8870,11570,18250,111200,76600,14750,8220,21150
2025-01-17,88600,15500,57300,49450,8890,11360,18220,111800,75700,14710,8080,20650
2025-01-20,88800,15560,57200,49950,9010,11470,18230,110900,75400,14800,8110,20800
2025-01-21,88900,15640,58000,49750,9050,11680,19280,109700,76900,14790,8090,20950
2025-01-22,89400,15800,58700,50000,9150,11960,19460,110000,76800,14980,8010,20950
2025-01-23,88600,15760,59100,50300,9100,11860,19410,109000,76800,15080,8000,20550
2025-01-24,88900,15750,59200,50000,9120,11910,19370,109300,77500,15070,7900,20650
2025-01-31,91700,16100,60500,51100,9220,12160,19770,114200,79500,15530,7950,21200
2025-02-03,88800,15580,59300,50200,9120,12070,19500,111400,77700,15150,7980,21150
2025-02-04,91300,15680,61500,51000,9180,11900,19490,113000,79000,15190,7980,21300
2025-02-05,91000,15740,61800,50700,9220,11920,19520,113300,79000,15200,8080,22850
2025-02-06,84900,15630,61400,50000,9230,11760,19600,109900,79200,15170,8030,23500
2025-02-07,86000,15390,61600,49250,9280,11660,18960,110300,80300,15150,7940,23000
2025-02-10,84900,16310,60700,49400,9300,11550,18340,110100,78000,15260,7950,23150
2025-02-11,84200,16400,60600,49100,9350,11230,17740,111400,78600,15110,7970,23600
2025-02-12,82000,16850,60900,48600,9320,11260,17650,113200,79400,15270,7980,23650
2025-02-13,79400,17190,60600,48450,9370,11230,17860,114100,78100,15320,8030,23450
2025-02-14,79700,17050,60800,48350,9610,11280,18050,117700,80100,15350,8110,23550
2025-02-17,81000,17130,60300,48450,9760,11600,18220,119500,81000,15470,8160,24100
2025-02-18,82100,17240,61200,48450,9770,11680,18100,119100,80800,15580,8160,23950
2025-02-19,82200,17330,62100,48450,9570,11800,18570,119400,80500,15550,8240,23950
2025-02-20,82700,17330,62500,47300,9610,11800,18640,123000,81400,15570,8240,24000
2025-02-21,82700,17220,62300,47650,9580,11700,18400,125000,81600,15500,8290,24150
2025-02-24,82000,17420,62500,47200,9630,11750,18650,125000,82500,15540,8290,24100
2025-02-25,81400,17250,62000,46350,9590,11670,18310,122800,81700,15400,8210,24150
2025-02-26,81500,17260,62500,47550,9650,11810,18400,122800,81500,15520,8190,25150
2025-02-27,80800,17000,61500,47500,9350,11610,18050,122300,78900,15620,8050,25050
2025-02-28,78300,16580,59500,45850,9260,11160,17240,120800,79600,15590,7930,24650
2025-03-04,77900,16250,59400,46150,9150,10750,17400,117900,75600,15480,7830,22700
2025-03-05,76600,16000,57800,44650,8980,10460,17000,122500,75700,15340,7850,22850
2025-03-06,78600,16220,59500,46350,9000,10500,17270,127200,77100,15490,7880,23250
2025-03-07,77700,15970,58000,45000,8850,10500,16930,119000,75000,15500,7770,23050
2025-03-10,78500,16110,59300,45600,8910,10340,16660,119700,74500,15650,7720,23100
2025-03-11,77400,15980,58800,45000,8730,10350,16580,118100,73800,15530,7670,22550
2025-03-12,76900,15990,60500,45150,8840,10540,16710,118500,74800,15630,7730,22950
2025-03-13,78600,16030,61600,45850,8840,10320,16420,117800,74600,15780,7830,22950
2025-03-14,78300,16050,60100,45700,8870,10490,16710,115500,73800,15700,7760,23000
2025-03-17,78900,16470,61000,46550,9140,11000,17080,117700,75500,15800,7810,23600
2025-03-18,80200,16540,61100,46550,9110,10990,16920,118800,75500,15800,7910,23300
2025-03-19,81200,16680,62000,47250,9100,11100,17260,120100,76500,15800,7880,23650
2025-03-20,82300,16730,62200,47550,9120,11000,17380,120200,76600,15780,7750,23050
2025-03-21,81300,16790,62200,47800,9010,10830,17820,117400,76300,15710,7800,22950
2025-03-24,81800,16930,62500,48600,9150,10930,17690,118400,75100,15740,7900,22900
2025-03-25,81900,16910,62600,48950,9130,10780,17820,118200,75000,15770,7760,23150
2025-03-26,81800,16900,62000,48500,9010,10350,17280,119600,76100,15650,7790,23150
2025-03-27,80700,16710,61400,48400,8940,10290,17090,123100,75600,15530,7780,23000
