Date,Close_1,Close_2,Close_3,Close_4,Close_5,Close_6,Close_7,Close_8,Close_9,Close_10,Close_11,Close_12,Close_13,Close_14
2022-01-03,46.18,63.099998,50.73,161.699997,395.329987,57.27,208.220001,60.400002,44.669998,94.449997,85.760002,100.190002,911.72998,221.429993
2022-01-04,47.990002,63.59,52.75,167.830002,407.480011,58.77,215.889999,62.349998,46.57,98.32,89.959999,104.260002,917.219971,222.460007
2022-01-05,47.18,62.849998,52.290001,163.779999,398.630005,58.459999,212.389999,61.669998,46.43,97.150002,89.309998,101.68,891.77002,220.0
2022-01-06,48.130001,64.910004,53.630001,165.520004,396.929993,60.049999,220.570007,63.98,48.369999,98.919998,90.739998,103.419998,895.48999,219.75
2022-01-07,49.18,65.779999,54.77,167.160004,397.51001,61.0,223.729996,65.0,48.799999,101.660004,91.739998,104.050003,892.27002,216.960007
2022-01-10,48.93,66.029999,55.349998,167.320007,399.170013,61.360001,222.449997,65.290001,48.799999,101.199997,91.650002,104.129997,873.340027,211.970001
2022-01-11,49.209999,67.110001,56.060001,167.490005,403.049988,62.119999,223.839996,65.660004,49.049999,102.349998,93.910004,105.919998,888.190002,214.380005
2022-01-12,48.860001,67.279999,56.400002,168.440002,390.309998,62.490002,224.929993,66.330002,49.200001,103.330002,94.82,103.050003,885.109985,215.710007
2022-01-13,48.759998,67.779999,56.0,168.229996,390.799988,63.189999,226.449997,66.769997,49.540001,103.440002,93.379997,102.550003,867.580017,215.0
2022-01-14,47.91,66.93,58.060001,157.889999,380.940002,63.25,222.199997,67.410004,50.450001,103.769997,95.529999,98.879997,848.599976,214.669998
2022-01-18,46.259998,65.300003,56.689999,151.270004,354.399994,62.189999,216.880005,67.169998,49.619999,101.010002,92.160004,94.010002,832.0,215.710007
2022-01-19,46.439999,64.239998,55.57,148.929993,347.320007,57.369999,208.520004,64.580002,47.970001,93.879997,91.510002,95.730003,825.5,214.679993
2022-01-20,45.75,64.459999,55.0,147.660004,348.100006,56.939999,206.899994,63.119999,46.619999,94.209999,91.43,99.830002,826.549988,214.350006
2022-01-21,44.919998,63.27,53.669998,145.080002,343.910004,55.099998,200.960007,61.470001,45.040001,90.989998,89.199997,98.860001,800.919983,205.929993
2022-01-24,44.549999,62.700001,53.32,144.949997,343.390015,56.810001,204.110001,62.299999,45.48,93.800003,88.709999,98.080002,786.820007,201.850006
2022-01-25,45.43,64.110001,53.59,146.529999,341.549988,57.41,204.199997,63.029999,44.919998,94.129997,88.529999,99.040001,798.549988,202.0
2022-01-26,45.900002,64.75,54.139999,147.919998,342.679993,57.560001,206.009995,62.869999,44.799999,94.32,90.010002,100.169998,795.469971,205.869995
2022-01-27,45.470001,64.150002,53.759998,145.309998,341.029999,57.439999,204.960007,61.91,44.23,93.120003,89.699997,101.150002,787.960022,206.149994
2022-01-28,45.869999,64.690002,54.189999,146.610001,347.01001,58.080002,208.220001,62.580002,44.470001,93.650002,88.910004,101.800003,808.140015,228.0
2022-01-31,46.139999,65.120003,53.799999,148.600006,354.679993,58.189999,205.990005,62.82,44.630001,94.5,87.699997,102.540001,822.940002,226.169998
2022-02-01,46.939999,66.559998,55.599998,151.149994,364.059998,59.27,209.740005,64.019997,45.939999,96.510002,90.059998,103.949997,825.950012,232.360001
2022-02-02,46.889999,66.230003,55.93,149.940002,363.059998,59.77,210.869995,64.57,46.669998,97.57,90.360001,103.919998,822.51001,235.419998
2022-02-03,46.43,65.260002,55.169998,148.699997,358.880005,59.150002,208.009995,63.310001,46.18,97.089996,88.889999,102.290001,805.77002,231.539993
2022-02-04,48.279999,66.080002,56.330002,152.559998,367.600006,59.700001,210.350006,63.98,47.34,98.889999,91.900002,104.110001,809.820007,228.389999
2022-02-07,48.509998,66.360001,57.330002,153.070007,368.149994,59.580002,209.699997,64.209999,48.32,99.330002,93.139999,105.18,816.919983,227.160004
2022-02-08,49.380001,67.120003,58.75,155.949997,370.100006,59.580002,211.360001,65.849998,49.5,101.849998,94.959999,106.349998,807.390015,227.940002
2022-02-09,49.279999,67.839996,59.060001,156.600006,374.529999,59.75,210.759995,65.5,49.189999,101.669998,94.519997,108.730003,813.0,230.869995
2022-02-10,49.049999,67.5,59.049999,155.949997,370.570007,59.209999,210.630005,64.620003,49.119999,101.389999,92.849998,107.57,778.190002,225.589996
2022-02-11,47.919998,67.150002,58.310001,153.919998,363.059998,58.549999,207.360001,63.580002,48.540001,99.169998,89.110001,104.57,772.48999,224.690002
2022-02-14,47.419998,66.459999,57.849998,152.490005,360.23999,57.869999,204.570007,63.0,48.23,98.68,87.739998,102.57,760.309998,225.339996
2022-02-15,47.790001,67.0,58.380001,154.720001,363.940002,58.610001,207.190002,64.800003,49.380001,100.32,89.639999,103.43,781.190002,227.820007
2022-02-16,47.68,66.949997,58.139999,155.0,360.049988,58.599998,208.589996,64.709999,49.509998,100.279999,89.330002,101.150002,783.419983,228.820007
2022-02-17,46.07,64.709999,56.150002,151.429993,349.059998,57.130001,201.300003,62.549999,48.189999,93.650002,86.019997,96.150002,762.5,224.610001
2022-02-18,45.959999,64.139999,55.630001,152.139999,346.040009,57.099998,201.169998,62.32,48.23,93.389999,85.610001,95.419998,756.02002,222.690002
2022-02-22,45.560001,63.889999,55.279999,151.869995,344.269989,57.799999,203.080002,62.18,48.330002,92.43,84.57,94.75,745.47998,221.320007
2022-02-23,44.779999,63.220001,53.950001,148.690002,341.190002,56.650002,199.009995,60.599998,47.169998,87.230003,82.550003,93.550003,732.48999,215.949997
2022-02-24,43.599998,60.669998,52.709999,144.550003,340.190002,55.330002,195.610001,59.209999,45.759998,85.480003,82.269997,91.809998,731.789978,217.300003
2022-02-25,45.02,61.98,54.110001,147.970001,350.119995,57.34,202.669998,62.970001,48.09,88.739998,85.75,94.550003,750.869995,219.270004
2022-02-28,44.200001,59.23,53.369999,141.800003,341.290009,56.540001,199.25,62.220001,47.84,85.330002,84.459999,90.739998,743.890015,216.119995
2022-03-01,42.470001,58.59,50.290001,136.449997,328.200012,53.860001,187.190002,58.150002,44.459999,80.889999,77.860001,87.629997,714.809998,208.970001
2022-03-02,43.16,59.560001,52.220001,139.279999,336.380005,56.23,193.699997,60.689999,46.07,83.940002,81.809998,88.379997,738.039978,208.479996
2022-03-03,42.490002,57.619999,51.240002,138.289993,333.420013,56.310001,191.589996,60.549999,46.299999,83.940002,80.709999,87.779999,737.710022,207.229996
2022-03-04,40.950001,56.59,48.790001,134.399994,329.670013,55.25,184.869995,58.959999,44.549999,80.510002,79.230003,86.360001,696.590027,200.289993
2022-03-07,38.34,55.549999,45.810001,129.210007,321.890015,53.099998,178.699997,56.23,41.98,78.169998,76.360001,83.449997,677.070007,190.699997
2022-03-08,38.59,54.869999,46.459999,128.300003,321.369995,53.25,181.600006,56.849998,41.959999,79.360001,75.690002,83.309998,662.869995,191.710007
2022-03-09,41.040001,55.950001,49.16,133.440002,333.589996,54.509998,186.75,58.52,44.740002,83.580002,79.389999,87.400002,693.25,199.759995
2022-03-10,40.669998,54.880001,49.009998,131.860001,329.899994,52.990002,184.960007,57.650002,44.48,82.919998,79.650002,85.860001,697.200012,197.970001
2022-03-11,40.330002,54.16,48.470001,128.889999,327.0,52.650002,182.149994,57.139999,44.0,82.089996,80.239998,85.18,687.039978,196.710007
2022-03-14,41.200001,54.23,49.860001,130.169998,324.980011,53.950001,183.360001,57.889999,45.849998,83.349998,83.260002,84.720001,697.530029,200.330002
2022-03-15,41.5,55.110001,50.110001,132.479996,329.160004,54.400002,185.240005,58.02,45.790001,83.970001,83.169998,86.330002,707.669983,206.139999
2022-03-16,42.799999,56.799999,51.599998,138.399994,340.76001,56.279999,192.389999,59.709999,47.5,87.449997,88.940002,91.760002,731.109985,211.869995
2022-03-17,43.029999,57.290001,51.48,140.149994,343.269989,56.650002,193.070007,58.84,46.75,88.050003,89.779999,93.860001,740.929993,213.449997
2022-03-18,42.900002,57.349998,51.419998,140.100006,345.380005,56.529999,192.970001,58.560001,46.689999,88.93,90.0,94.82,738.590027,219.110001
2022-03-21,42.84,56.98,51.139999,139.649994,339.0,56.16,193.009995,58.619999,46.470001,88.360001,89.010002,92.610001,733.830017,217.039993
2022-03-22,44.18,57.5,53.389999,142.619995,343.01001,57.02,197.369995,59.709999,47.41,90.330002,92.199997,94.220001,746.869995,218.470001
2022-03-23,43.09,56.349998,51.119999,139.779999,335.609985,55.849998,192.669998,58.18,45.68,87.480003,89.75,92.379997,736.460022,214.679993
2022-03-24,43.07,56.419998,51.330002,140.690002,336.230011,56.049999,193.25,58.790001,45.849998,89.010002,90.93,92.129997,738.280029,217.309998
2022-03-25,43.73,56.740002,52.560001,141.919998,337.48999,57.119999,196.470001,60.110001,46.759998,90.529999,91.360001,92.379997,741.039978,218.429993
2022-03-28,43.549999,55.919998,51.810001,140.869995,335.299988,56.709999,194.710007,59.560001,45.799999,90.110001,91.800003,91.269997,749.880005,220.770004
2022-03-29,43.439999,56.470001,51.599998,141.179993,339.660004,56.869999,194.059998,60.560001,46.139999,91.970001,91.220001,91.839996,773.23999,228.119995
2022-03-30,43.0,54.970001,50.110001,140.539993,335.589996,55.18,190.729996,58.740002,44.279999,92.110001,88.760002,90.269997,777.359985,223.949997
2022-03-31,41.220001,53.400002,48.459999,136.320007,330.100006,53.150002,184.449997,56.700001,43.040001,87.120003,84.309998,87.400002,764.169983,221.770004
2022-04-01,40.900002,52.330002,48.709999,135.309998,330.220001,52.900002,181.139999,55.330002,41.799999,85.809998,83.540001,86.989998,769.76001,226.360001
2022-04-04,40.830002,52.799999,48.459999,135.910004,328.209991,52.66,182.809998,55.27,41.669998,85.839996,82.300003,87.279999,782.22998,227.740005
2022-04-05,40.139999,51.580002,48.119999,133.339996,323.959991,53.0,182.389999,55.360001,41.23,85.309998,81.860001,85.279999,764.429993,226.089996
2022-04-06,39.700001,50.529999,47.889999,131.490005,316.26001,52.970001,180.960007,54.740002,40.98,83.699997,80.870003,83.129997,745.22998,219.009995
2022-04-07,39.389999,50.029999,47.740002,131.089996,314.149994,52.580002,181.380005,53.880001,40.439999,83.959999,80.029999,83.129997,748.890015,216.149994
2022-04-08,39.669998,50.880001,48.73,133.490005,321.390015,52.25,184.699997,53.869999,40.549999,84.169998,81.690002,84.059998,736.099976,216.979996
2022-04-11,39.59,50.549999,49.330002,133.0,320.76001,51.720001,183.979996,53.639999,40.490002,82.720001,81.580002,84.019997,728.380005,214.75
2022-04-12,39.169998,50.34,48.419998,131.539993,319.779999,50.82,179.75,52.689999,39.630001,82.25,80.07,83.93,716.830017,211.399994
2022-04-13,38.82,50.150002,48.540001,127.300003,321.970001,50.610001,178.440002,52.0,39.509998,82.849998,83.830002,84.129997,715.73999,213.270004
2022-04-14,37.57,50.93,46.349998,126.120003,321.640015,52.709999,175.0,52.139999,39.009998,75.809998,82.75,84.760002,688.169983,212.789993
2022-04-18,38.849998,52.310001,47.169998,128.460007,329.880005,52.740002,175.75,52.66,39.07,74.379997,74.940002,86.480003,680.0,213.169998
2022-04-19,39.57,52.919998,47.830002,131.119995,335.950012,52.880001,178.050003,52.009998,40.790001,74.910004,76.900002,88.910004,701.570007,215.699997
