Date,Close_1,Close_2,Close_3,Close_4,Close_5,Close_6,Close_7,Close_8,Close_9,Close_10,Close_11,Close_12,Close_13,Close_14
2022-04-20,39.66,53.099998,48.650002,131.580002,341.059998,53.049999,179.639999,52.57,40.669998,75.910004,76.449997,90.610001,699.0,217.789993
2022-04-21,38.91,52.630001,47.779999,130.559998,334.299988,52.639999,177.580002,52.110001,39.630001,74.580002,73.269997,88.910004,681.460022,216.449997
2022-04-22,37.560001,51.23,46.34,126.809998,319.769989,50.830002,173.25,50.889999,38.43,70.870003,70.32,84.739998,662.940002,208.169998
2022-04-25,37.290001,51.130001,45.830002,126.769997,321.420013,50.84,172.5,50.84,38.799999,70.949997,70.309998,85.050003,668.280029,209.949997
2022-04-26,36.450001,50.23,44.580002,123.019997,313.119995,50.029999,169.460007,50.529999,37.75,67.730003,68.540001,82.370003,647.049988,201.100006
2022-04-27,36.25,49.599998,44.580002,121.419998,313.230011,49.639999,170.429993,50.529999,38.189999,66.860001,68.580002,82.209999,643.02002,214.110001
2022-04-28,36.810001,50.02,45.169998,123.339996,318.410004,50.040001,171.080002,50.25,38.959999,68.839996,69.120003,83.400002,650.969971,220.660004
2022-04-29,35.68,48.209999,43.630001,119.360001,305.48999,48.560001,166.100006,48.349998,37.529999,66.970001,66.330002,80.589996,624.679993,213.130005
2022-05-02,36.139999,48.709999,43.669998,120.449997,310.420013,48.849998,167.539993,48.939999,37.740002,68.580002,67.889999,81.959999,624.799988,211.529999
2022-05-03,37.130001,50.099998,44.16,123.029999,314.660004,49.470001,169.660004,49.610001,38.310001,69.910004,69.459999,83.75,631.059998,208.559998
2022-05-04,38.619999,52.23,45.98,127.099998,324.109985,50.529999,173.720001,50.759998,39.490002,72.760002,71.360001,87.220001,665.22998,214.520004
2022-05-05,37.540001,51.310001,44.759998,123.919998,313.070007,49.240002,168.869995,49.450001,37.98,71.220001,69.849998,84.940002,633.809998,205.240005
2022-05-06,37.450001,51.619999,44.549999,123.720001,312.959991,49.290001,166.619995,49.060001,37.509998,70.129997,67.419998,84.230003,628.619995,202.820007
2022-05-09,36.369999,49.889999,43.959999,121.860001,308.890015,49.439999,163.669998,48.57,36.799999,69.25,64.129997,81.150002,605.559998,193.0
2022-05-10,35.759998,48.75,43.080002,118.889999,305.059998,49.360001,161.839996,47.459999,36.580002,67.709999,64.580002,80.260002,610.22998,193.580002
2022-05-11,35.57,47.66,42.57,118.139999,301.549988,48.459999,159.830002,46.849998,35.860001,66.309998,65.120003,78.889999,600.349976,196.720001
2022-05-12,35.07,46.560001,41.810001,118.040001,299.410004,48.59,159.300003,46.470001,35.779999,67.620003,64.949997,78.589996,600.400024,193.970001
2022-05-13,35.169998,47.639999,42.639999,119.089996,306.98999,48.599998,157.440002,46.310001,35.970001,69.209999,65.610001,80.540001,615.330017,199.229996
2022-05-16,34.810001,47.459999,42.209999,118.260002,303.440002,48.27,155.270004,46.119999,35.689999,68.309998,64.040001,79.900002,598.599976,197.809998
2022-05-17,35.990002,51.049999,43.709999,122.18,312.970001,49.650002,160.429993,47.889999,37.18,69.660004,65.199997,82.93,611.719971,204.0
2022-05-18,34.880001,49.32,42.110001,120.089996,306.730011,49.099998,155.929993,46.360001,36.049999,66.970001,63.27,80.690002,591.859985,199.990005
2022-05-19,34.450001,49.779999,42.0,118.309998,308.200012,49.240002,154.75,46.119999,35.650002,65.959999,62.66,79.959999,593.080017,197.369995
2022-05-20,33.860001,49.75,41.669998,117.339996,306.799988,49.209999,155.979996,45.68,35.639999,67.470001,63.279999,79.370003,600.440002,199.029999
2022-05-23,35.869999,52.77,43.82,124.599998,316.609985,50.75,162.169998,47.27,36.810001,69.730003,65.269997,82.309998,611.51001,207.559998
2022-05-24,35.650002,52.68,43.290001,126.360001,313.950012,51.040001,163.259995,46.810001,36.610001,68.669998,63.939999,81.959999,618.349976,202.630005
2022-05-25,35.84,52.700001,44.119999,127.239998,314.899994,51.189999,167.630005,47.619999,37.439999,69.300003,65.800003,82.230003,626.599976,203.839996
2022-05-26,36.669998,54.09,45.599998,129.440002,323.630005,52.139999,172.949997,48.41,38.610001,70.989998,68.82,85.0,652.440002,208.550003
2022-05-27,37.02,53.619999,45.889999,131.270004,328.579987,52.5,175.050003,49.130001,39.110001,73.040001,70.589996,86.449997,666.530029,212.880005
2022-05-31,37.200001,53.41,45.77,132.229996,326.850006,53.07,175.410004,49.740002,39.43,72.489998,70.099998,86.139999,669.080017,212.169998
2022-06-01,36.669998,52.389999,45.16,129.910004,321.850006,51.75,172.440002,48.919998,38.740002,69.949997,69.57,85.0,660.51001,209.929993
2022-06-02,36.700001,52.43,45.330002,132.0,324.25,52.18,175.509995,49.75,39.32,73.129997,71.669998,85.199997,686.48999,215.050003
2022-06-03,36.189999,51.330002,44.82,130.160004,318.679993,51.939999,173.300003,49.09,38.919998,71.300003,70.07,84.120003,671.73999,212.649994
2022-06-06,36.150002,51.400002,45.119999,129.729996,320.51001,52.25,173.080002,49.5,39.450001,71.410004,68.059998,84.870003,675.340027,212.940002
2022-06-07,36.349998,52.099998,45.470001,130.070007,321.51001,52.560001,173.199997,49.759998,39.560001,73.010002,67.489998,85.330002,679.609985,214.5
2022-06-08,35.889999,51.41,44.630001,128.0,314.679993,51.84,169.899994,49.049999,38.880001,69.040001,65.730003,83.199997,662.409973,213.5
2022-06-09,34.509998,49.970001,42.669998,125.309998,304.220001,50.330002,163.0,47.709999,37.560001,68.139999,64.25,81.160004,659.849976,206.110001
2022-06-10,33.169998,47.709999,40.080002,119.550003,287.019989,48.720001,158.330002,45.950001,35.68,65.230003,62.220001,77.400002,617.669983,199.509995
2022-06-13,32.02,45.689999,38.990002,115.989998,283.320007,47.060001,155.529999,46.639999,34.439999,63.07,60.240002,75.18,598.719971,192.259995
2022-06-14,31.459999,45.959999,37.43,114.059998,282.540009,45.720001,155.660004,46.240002,34.580002,62.18,61.110001,74.959999,591.22998,193.520004
2022-06-15,32.049999,47.580002,38.169998,115.410004,290.070007,46.360001,156.509995,46.580002,34.73,63.939999,61.509998,76.019997,599.900024,196.160004
2022-06-16,31.85,46.889999,37.650002,113.43,284.980011,45.41,151.479996,45.84,33.25,62.330002,60.860001,73.949997,585.77002,189.050003
2022-06-17,31.92,46.52,38.48,113.029999,279.790009,45.41,154.089996,46.290001,34.0,61.75,59.990002,72.900002,582.26001,190.009995
2022-06-21,32.849998,47.959999,38.990002,115.830002,284.809998,46.330002,156.490005,47.049999,34.369999,63.799999,62.380001,74.629997,614.539978,194.389999
2022-06-22,32.599998,47.200001,38.599998,115.18,284.540009,46.5,156.610001,47.23,34.459999,63.330002,62.439999,74.400002,609.280029,193.820007
2022-06-23,32.080002,46.349998,37.900002,113.919998,286.170013,45.720001,155.800003,46.860001,33.509998,62.889999,62.029999,73.970001,624.710022,196.639999
2022-06-24,32.310001,47.860001,40.759998,117.32,302.75,47.52,162.839996,49.220001,35.220001,66.269997,64.43,77.82,647.780029,205.509995
2022-06-27,32.349998,47.830002,40.240002,116.379997,300.779999,47.25,161.449997,48.57,34.869999,65.209999,64.150002,77.440002,636.919983,203.559998
2022-06-28,32.259998,47.209999,40.18,115.82,299.48999,46.889999,159.75,48.369999,34.84,64.489998,64.169998,78.160004,629.119995,198.119995
2022-06-29,31.860001,47.099998,39.709999,115.300003,303.279999,46.119999,157.369995,47.400002,34.209999,64.080002,63.619999,78.190002,617.960022,199.5
2022-06-30,31.129999,45.990002,39.169998,112.610001,297.019989,46.02,157.770004,47.43,33.599998,61.650002,63.18,76.059998,609.039978,196.889999
2022-07-01,31.559999,46.869999,39.919998,114.050003,299.230011,46.59,161.300003,48.200001,33.84,63.380001,63.919998,76.75,616.700012,199.179993
2022-07-05,31.24,46.610001,40.099998,112.620003,297.200012,46.459999,161.089996,48.639999,33.700001,63.07,63.389999,76.110001,620.719971,200.539993
2022-07-06,30.98,46.150002,39.5,111.889999,293.76001,46.5,160.029999,47.650002,33.279999,62.27,63.439999,75.449997,614.73999,201.119995
2022-07-07,31.860001,46.93,40.119999,114.720001,298.600006,46.759998,162.309998,48.009998,33.919998,63.700001,64.239998,76.989998,623.700012,202.800003
2022-07-08,31.790001,46.82,40.18,114.360001,296.470001,46.529999,161.380005,47.700001,33.860001,63.029999,64.360001,76.730003,619.559998,203.570007
2022-07-11,31.459999,46.189999,39.790001,112.860001,293.179993,46.349998,160.220001,47.400002,33.540001,62.700001,62.939999,75.82,605.0,205.059998
2022-07-12,31.360001,46.130001,39.599998,112.970001,292.529999,46.200001,157.089996,47.209999,33.529999,62.360001,62.25,75.940002,603.289978,204.820007
2022-07-13,30.84,45.5,39.07,111.910004,290.149994,45.32,154.309998,46.110001,33.040001,60.939999,61.549999,74.980003,596.380005,204.149994
2022-07-14,30.129999,44.139999,38.740002,108.0,281.589996,44.25,150.960007,45.200001,32.209999,59.84,60.57,74.690002,588.630005,205.910004
2022-07-15,32.25,49.98,41.130001,112.949997,293.869995,46.57,153.419998,47.41,33.740002,65.669998,62.18,78.050003,600.369995,210.039993
2022-07-18,32.259998,50.07,41.189999,111.790001,301.26001,46.68,154.669998,47.099998,33.77,64.959999,61.240002,78.860001,597.530029,207.210007
2022-07-19,33.349998,52.130001,42.900002,114.559998,318.049988,47.459999,160.190002,48.310001,34.669998,67.330002,63.200001,81.650002,628.340027,213.660004
2022-07-20,33.360001,52.450001,42.720001,114.540001,321.450012,47.049999,160.149994,48.02,34.689999,66.970001,62.830002,81.809998,634.72998,213.369995
2022-07-21,33.650002,52.59,43.279999,115.32,326.540009,47.610001,161.610001,48.349998,34.25,67.82,63.130001,83.019997,639.309998,216.190002
2022-07-22,33.43,51.91,43.169998,114.760002,323.929993,47.709999,161.759995,48.139999,33.630001,68.160004,62.990002,82.43,633.640015,213.699997
2022-07-25,33.73,52.16,43.5,115.220001,324.119995,48.049999,164.699997,49.110001,34.209999,68.400002,63.66,82.550003,636.150024,214.270004
2022-07-26,33.049999,51.400002,42.900002,113.419998,318.549988,47.419998,161.720001,48.470001,33.150002,66.989998,61.169998,80.790001,622.940002,212.490005
2022-07-27,33.59,52.349998,43.709999,115.239998,324.540009,48.209999,163.0,49.549999,33.740002,68.910004,62.509998,82.510002,643.320007,210.470001
2022-07-28,33.32,52.23,43.32,114.809998,329.109985,46.119999,162.899994,49.560001,33.43,69.970001,67.699997,82.949997,659.97998,211.350006
2022-07-29,33.810001,51.900002,43.869999,115.360001,333.390015,47.200001,165.940002,50.470001,34.119999,71.040001,69.050003,84.300003,669.179993,212.110001
2022-08-01,33.709999,51.919998,43.540001,114.209999,332.079987,47.509998,166.059998,50.299999,34.130001,70.360001,68.720001,84.089996,671.390015,211.360001
2022-08-02,33.040001,50.75,42.880001,112.43,327.880005,46.93,163.309998,49.619999,33.689999,69.220001,67.550003,83.529999,666.159973,206.259995
2022-08-03,33.639999,51.610001,43.889999,113.610001,333.170013,47.66,165.350006,50.400002,34.310001,71.019997,68.980003,85.050003,690.539978,208.479996
2022-08-04,33.400002,51.259998,42.77,112.360001,331.869995,47.07,164.080002,49.27,33.790001,70.330002,69.0,85.360001,696.01001,213.470001
2022-08-05,33.959999,51.66,43.759998,115.760002,334.670013,47.389999,167.039993,50.099998,34.669998,70.660004,69.309998,86.129997,695.929993,215.869995
2022-08-08,33.490002,51.470001,43.189999,114.349998,334.679993,46.950001,166.039993,49.75,34.490002,70.300003,68.449997,86.029999,696.27002,213.320007
2022-08-09,33.919998,52.09,43.400002,115.379997,336.619995,47.18,165.919998,49.790001,34.720001,70.379997,69.040001,86.360001,696.51001,210.259995
2022-08-10,35.07,53.189999,44.330002,118.389999,347.910004,47.869999,169.460007,50.900002,36.16,72.519997,69.940002,88.889999,725.210022,212.100006
2022-08-11,35.91,54.0,45.25,120.139999,351.679993,48.439999,171.940002,51.02,37.080002,73.510002,72.57,90.199997,728.650024,211.080002
2022-08-12,36.299999,54.380001,45.939999,122.129997,353.820007,48.77,174.630005,51.75,37.490002,74.93,75.0,91.660004,751.830017,211.330002
2022-08-15,36.25,54.07,45.75,122.459999,355.850006,49.080002,173.929993,51.419998,37.23,74.459999,75.860001,92.019997,755.820007,216.419998
2022-08-16,36.639999,54.18,46.060001,123.629997,354.970001,49.299999,175.039993,52.009998,37.619999,74.480003,77.18,91.82,757.070007,217.139999
2022-08-17,36.41,53.759998,46.139999,122.589996,353.73999,49.029999,173.339996,51.200001,37.23,73.959999,75.459999,91.349998,743.219971,214.520004
2022-08-18,36.279999,53.549999,46.139999,121.639999,354.519989,49.009998,173.5,51.450001,37.310001,74.199997,75.75,91.730003,745.219971,215.25
2022-08-19,35.48,52.610001,45.349998,118.629997,349.269989,48.610001,170.789993,50.630001,36.540001,72.260002,73.860001,90.010002,713.849976,212.820007
2022-08-22,34.720001,51.25,44.41,116.669998,342.420013,47.599998,166.460007,49.349998,35.5,70.879997,72.550003,88.459999,695.049988,208.610001
2022-08-23,34.41,50.950001,44.369999,115.519997,340.179993,47.41,166.490005,49.27,35.619999,70.769997,72.790001,88.300003,696.969971,206.800003
2022-08-24,34.52,51.009998,44.639999,115.800003,341.940002,47.189999,167.399994,49.110001,35.619999,70.529999,73.32,88.599998,700.419983,206.669998
2022-08-25,35.139999,52.060001,45.389999,118.550003,346.48999,47.759998,168.899994,49.630001,36.240002,71.669998,74.0,89.910004,710.599976,209.820007
2022-08-26,34.029999,49.779999,43.970001,114.669998,336.399994,46.490002,162.190002,48.189999,34.950001,69.129997,71.889999,86.809998,676.440002,202.889999
2022-08-29,33.900002,49.369999,43.919998,114.389999,333.920013,46.099998,160.119995,47.939999,34.43,68.720001,71.940002,85.349998,675.890015,202.330002
2022-08-30,34.09,49.080002,44.139999,114.410004,333.630005,45.91,159.300003,47.389999,34.369999,69.080002,72.5,84.43,672.719971,201.380005
2022-08-31,33.610001,48.810001,43.709999,113.730003,332.670013,45.610001,158.0,46.84,34.150002,68.349998,70.949997,85.220001,666.390015,198.710007
2022-09-01,33.470001,48.75,43.700001,114.510002,333.5,45.869999,158.449997,46.869999,33.84,68.589996,71.720001,86.169998,664.849976,200.130005
2022-09-02,33.43,48.84,43.380001,113.709999,331.480011,45.549999,157.25,46.490002,33.669998,67.68,70.339996,86.400002,658.059998,197.759995
2022-09-06,33.060001,48.220001,42.880001,113.739998,326.48999,45.32,156.369995,46.02,33.27,68.059998,70.470001,85.129997,661.630005,198.639999
2022-09-07,33.57,48.630001,43.84,115.900002,330.559998,45.91,159.610001,47.099998,34.040001,69.739998,71.790001,86.860001,674.219971,200.419998
2022-09-08,34.650002,49.900002,45.23,118.599998,335.380005,47.049999,162.850006,48.049999,35.32,72.059998,73.160004,88.440002,691.919983,200.710007
2022-09-09,34.939999,50.669998,45.330002,119.169998,340.100006,47.580002,164.339996,48.48,35.740002,73.0,74.540001,89.459999,695.460022,205.199997
2022-09-12,35.27,50.869999,45.529999,120.580002,342.579987,47.560001,166.279999,49.540001,36.52,74.190002,74.919998,90.150002,696.809998,206.630005
2022-09-13,34.0,49.0,43.220001,116.389999,328.390015,45.18,160.850006,47.110001,34.98,72.129997,72.949997,87.050003,644.909973,199.669998
2022-09-14,33.869999,48.43,43.279999,116.120003,327.26001,45.099998,162.410004,47.349998,34.98,71.400002,72.75,87.18,643.580017,199.410004
2022-09-15,34.509998,48.439999,44.139999,117.870003,331.619995,45.869999,165.050003,48.119999,35.779999,71.400002,72.580002,88.260002,632.340027,195.369995
2022-09-16,34.119999,48.110001,43.939999,117.080002,326.209991,45.869999,163.830002,47.619999,35.029999,70.099998,71.870003,87.43,626.73999,193.300003
2022-09-19,34.689999,48.240002,44.32,118.160004,328.660004,46.150002,165.309998,47.990002,35.439999,70.870003,73.709999,88.720001,634.72998,193.130005
2022-09-20,34.169998,47.25,43.41,115.830002,323.26001,44.990002,163.830002,47.290001,35.139999,68.949997,73.349998,87.190002,622.309998,192.070007
2022-09-21,33.150002,46.330002,42.27,112.489998,320.709991,43.93,158.449997,46.0,34.259998,67.769997,72.910004,86.360001,608.090027,187.020004
2022-09-22,32.5,45.580002,41.52,111.209999,312.920013,43.029999,154.669998,44.799999,33.209999,66.080002,72.059998,84.769997,600.5,185.789993
2022-09-23,31.73,44.259998,40.41,109.139999,301.970001,42.119999,151.919998,44.34,32.799999,63.630001,70.889999,81.510002,591.390015,183.960007
2022-09-26,31.030001,42.990002,40.009998,106.790001,294.619995,41.060001,148.740005,43.419998,32.09,62.610001,70.889999,79.760002,584.650024,180.589996
2022-09-27,30.57,42.59,40.029999,105.849998,291.380005,40.959999,148.029999,43.040001,31.57,61.279999,71.629997,79.480003,578.599976,177.869995
