,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-3.3160906473742884,-1.7801979223834437,2.46087908744812,-2.2689359823810022,-1.5707915464984339,2.9321515560150146,0.32929903268814087,0.053127046674489975,0.007446710951626301,0.6938757700664936,0.720040953778268,0.004088855599280766,0.007792423025028853,0.0,0.0
1,-3.316054884587423,-1.7802336851703089,2.460902690887451,-2.2689598242389124,-1.570803467427389,2.9321751594543457,0.329293817281723,0.05313635617494583,0.007450830657035112,0.693871337488804,0.7200449982897765,0.004094229125659694,0.007810552940749176,0.0,0.0
2,-3.3160906473742884,-1.780245606099264,2.460890531539917,-2.2689479033099573,-1.5707915464984339,2.9321515560150146,0.3293002247810364,0.053126826882362366,0.007458304520696402,0.6938756599923463,0.7200407669386311,0.004102314942247696,0.007812389437851277,0.0,0.0
3,-3.288410488759176,-1.7524245421039026,2.4463043212890625,-2.283621136342184,-1.5803821722613733,2.9735050201416016,0.3359335660934448,0.058577537536621094,0.005908961873501539,0.698771189329043,0.7152590962946755,0.0009229744783227001,0.011063374237141562,0.0,0.0
4,-3.2619407812701624,-1.7110684553729456,2.432508707046509,-2.3121870199786585,-1.5885723272906702,3.019503116607666,0.34452876448631287,0.06416448205709457,0.0006571247358806431,0.7056837857819082,0.7083882568823338,-0.001566237453077411,0.013929066586216982,0.0,0.0
5,-3.2418034712420862,-1.6643050352679651,2.4202098846435547,-2.346739117299215,-1.5948460737811487,3.0608625411987305,0.35362839698791504,0.06849513202905655,-0.006958663929253817,0.7131096410577025,0.7008614512597202,-0.0034859740374313334,0.01599105855420148,0.0,0.0
6,-3.220637861882345,-1.619242016469137,2.404402494430542,-2.375784699116842,-1.6027725378619593,3.1012961864471436,0.36297962069511414,0.07314217835664749,-0.013782172463834286,0.7197698083745364,0.6939370439940672,-0.005996704728053289,0.01862368002472774,0.0,0.0
7,-3.1970184485064905,-1.5788167158709925,2.3869311809539795,-2.3982914129840296,-1.6054065863238733,3.13573956489563,0.37173208594322205,0.08048322796821594,-0.01960315741598606,0.7234689136495478,0.6900501283494849,-0.006544257561707117,0.019512151100496374,0.0,0.0
8,-3.1696885267840784,-1.5482094923602503,2.3710763454437256,-2.414523426686422,-1.6032393614398401,3.1653544902801514,0.3785758912563324,0.09093327820301056,-0.023530490696430206,0.7242386664287879,0.6892595040634201,-0.004683016637939376,0.019436035163277438,0.0,0.0
9,-3.1428852717029017,-1.5219534079181116,2.3538684844970703,-2.4243972937213343,-1.596175495778219,3.1919145584106445,0.3847510516643524,0.10284481942653656,-0.02630019746720791,0.7241463832186452,0.6894285609156832,-0.0014234758819193767,0.0172698807609993,0.0,0.0
10,-3.1193984190570276,-1.495721165333883,2.3358583450317383,-2.432098690663473,-1.5880330244647425,3.2155754566192627,0.39078420400619507,0.11412427574396133,-0.029249923303723335,0.7241882190008418,0.6894565205673141,0.0015312626393196626,0.014099111402186774,0.0,0.0
11,-3.096607271824972,-1.4654954115497034,2.316483974456787,-2.4433043638812464,-1.5825617949115198,3.239043951034546,0.39770638942718506,0.12484913319349289,-0.03321365267038345,0.7243910954480907,0.6892727270649677,0.0037901347083877115,0.012094769068905685,0.0,0.0
12,-3.073192898427145,-1.4269722143756312,2.293062686920166,-2.4575441519366663,-1.5798314253436487,3.2654924392700195,0.40588539838790894,0.13531851768493652,-0.03900725767016411,0.7253893588491676,0.6882401404689582,0.00463067429477222,0.010693174048805772,0.0,0.0
13,-3.0546630064593714,-1.3848031202899378,2.267414093017578,-2.471592728291647,-1.5784910360919397,3.28753399848938,0.4155767261981964,0.14458265900611877,-0.046551674604415894,0.7265758290608124,0.6870105788235704,0.004315309315740836,0.009241607793313652,0.0,0.0
14,-3.0389464537249964,-1.341961685811178,2.2405810356140137,-2.4865883032428187,-1.5758803526507776,3.306594133377075,0.425798237323761,0.15310296416282654,-0.05435094237327576,0.727685589721131,0.6858491664607197,0.004879728847067,0.007796898340061027,0.0,0.0
15,-3.024977509175436,-1.304526154194967,2.2149457931518555,-2.4991849104510706,-1.5694740454303187,3.3214991092681885,0.4353281557559967,0.16208460927009583,-0.061033591628074646,0.7279579098428196,0.6855627312561186,0.00722748371309503,0.005365304194709065,0.0,0.0
16,-3.01109224954714,-1.2700517813311976,2.188292980194092,-2.5085185209857386,-1.562002960835592,3.3352906703948975,0.4446946680545807,0.17159199714660645,-0.0668460801243782,0.7278624359450695,0.6856436354891737,0.010101472278889868,0.002653245389623175,0.0,0.0
17,-2.9991944471942347,-1.239809815083639,2.162670612335205,-2.5159323851214808,-1.5544589201556605,3.347860336303711,0.45369964838027954,0.1804252713918686,-0.07163511961698532,0.7280094022336905,0.6854352576426147,0.013444979713629986,0.00022441088970147704,0.0,0.0
18,-2.9899659792529505,-1.2118099371539515,2.1370725631713867,-2.521978203450338,-1.5464003721820276,3.360478162765503,0.462924063205719,0.18837010860443115,-0.0758223906159401,0.7290578035890071,0.6842316620028112,0.017226689133745844,-0.0022344843549865034,0.0,0.0
19,-2.980222288762228,-1.1799834410296839,2.1064581871032715,-2.5239461104022425,-1.544748608266012,3.379140615463257,0.4732275903224945,0.19531689584255219,-0.08097655326128006,0.7320559179549316,0.681001041198815,0.017969431518677685,-0.002968906227559052,0.0,0.0
20,-2.971736017857687,-1.1475098768817347,2.073641777038574,-2.5241616407977503,-1.5461490789996546,3.401609182357788,0.4843430817127228,0.2012052834033966,-0.0863141268491745,0.7367820844200644,0.6758916621259357,0.017784716434101105,-0.0025149567836660635,0.0,0.0
21,-2.964123312626974,-1.1153596083270472,2.0407299995422363,-2.5233944098102015,-1.5483763853656214,3.4227123260498047,0.49529799818992615,0.20660248398780823,-0.0919625535607338,0.7413202258723902,0.6709294810077571,0.017163679987482347,-0.0018336620347091195,0.0,0.0
