민방위급수시설,-2.22%,-12.78%,0.23
민방위대피시설,67.68%,865.8%,0.0
박물관 미술관,-0.15%,-47.49%,0.4
방문판매업,-157.28%,-65.19%,0.06
배출가스전문정비사업자(확인검사대행자),0.41%,69.33%,0.17
병원,0.17%,1.99%,0.49
복합영상물제공업,-0.36%,-100.0%,0.05
복합유통게임제공업,11.81%,91.82%,0.0
부속의료기관,0.12%,21.03%,0.42
부화업,0.01%,1.83%,0.49
분뇨수집운반업,-0.24%,-26.37%,0.37
비디오물감상실업,-0.11%,-2.05%,0.46
비디오물배급업,-0.0%,-0.05%,0.49
비디오물소극장업,-0.09%,-100.0%,0.28
비디오물시청제공업,29.73%,10862.46%,0.0
비디오물제작업,9.05%,95.74%,0.0
빙상장업,-0.15%,-17.97%,0.45
사료제조업,7.21%,32.86%,0.01
산후조리업,-0.18%,-6.79%,0.42
상조업,-0.14%,-100.0%,0.2
석연탄제조업,-0.41%,-100.0%,0.17
석유및석유대체연료판매업체,0.06%,22.49%,0.43
석유판매업,-2.02%,-6.43%,0.31
세탁업,22.29%,18.94%,0.07
소독업,11.45%,35.55%,0.01
수영장업,-1.11%,-39.91%,0.07
수질오염원설치시설(기타),-10.01%,-11.35%,0.26
숙박업,31.18%,36.82%,0.0
승강기유지관리업체,-0.4%,-23.11%,0.28
승강기제조및수입업체,-0.33%,-66.63%,0.13
승마장업,-0.35%,-51.39%,0.21
시내순환관광업,0.7%,512.6%,0.0
식용얼음판매업,0.72%,75.38%,0.09
식육포장처리업,5.84%,13.53%,0.21
식품냉동냉장업,0.36%,13.72%,0.31
식품소분업,28.11%,22.97%,0.11
식품운반업,2.4%,17.02%,0.23
식품자동판매기업,82.43%,26.89%,0.02
식품제조가공업,57.71%,26.76%,0.05
식품첨가물제조업,1.37%,23.07%,0.19
식품판매업(기타),4.07%,15.81%,0.19
썰매장업,-0.23%,-16.71%,0.4
쓰레기종량제봉투판매업,-46.4%,-68.33%,0.05
안경업,-9.32%,-35.63%,0.0
안전상비의약품 판매업소,-42.01%,-13.42%,0.1
액화석유가스용품제조업체,-0.5%,-50.04%,0.19
약국,5.07%,7.21%,0.26
영화배급업,1.59%,83.37%,0.01
영화상영관,-2.71%,-44.87%,0.16
영화상영업,-0.04%,-2.2%,0.46
영화수입업,1.78%,145.11%,0.0
영화제작업,2.08%,50.97%,0.03
옥외광고업,-43.53%,-40.29%,0.21
온라인음악서비스제공업,0.11%,46.69%,0.3
옹기류제조업,-0.11%,-38.94%,0.32
외국인관광도시민박업,-2.87%,-11.48%,0.33
외국인전용유흥음식점업,-0.7%,-51.05%,0.2
요양보호사교육기관,-0.27%,-21.53%,0.28
요트장업,0.12%,270.23%,0.1
용기·포장지제조업,1.08%,14.81%,0.29
용기냉동기특정설비,0.5%,19.91%,0.26
위탁급식영업,35.93%,38.33%,0.03
유료직업소개소,-6.37%,-5.03%,0.34
유원시설업(기타),-10.22%,-31.39%,0.01
유통전문판매업,59.38%,45.11%,0.0
유흥주점영업,-18.32%,-21.68%,0.09
음반.음악영상물배급업,0.26%,28.31%,0.29
음반.음악영상물제작업,3.43%,40.06%,0.02
음반물제작업,-0.63%,-100.0%,0.07
의료기관세탁물처리업,0.27%,120.03%,0.18
의료기기수리업,0.65%,7.89%,0.32
의료기기판매(임대)업,67.16%,17.33%,0.07
의료유사업,-0.33%,-5.11%,0.35
의원,10.57%,7.67%,0.2
이용업,8.09%,8.37%,0.25
인쇄사,1.63%,11.23%,0.3
인터넷컴퓨터게임시설제공업,-53.1%,-16.94%,0.17
일반게임제공업,-13.2%,-23.77%,0.02
일반야영장업,-3.22%,-42.64%,0.29
일반유원시설업,-1.7%,-71.84%,0.02
일반음식점,297.0%,6.87%,0.26
자동차야영장업,-0.08%,-8.35%,0.45
장례지도사 교육기관,0.11%,46.68%,0.37
저수조청소업,2.7%,22.28%,0.13
전력기술감리업체,0.02%,1.18%,0.49
전력기술설계업체,0.2%,11.97%,0.37
전문휴양업,0.2%,142.45%,0.11
전화권유판매업,1.71%,4.64%,0.37
제과점영업,39.89%,24.23%,0.02
종축업,0.83%,23.6%,0.22
종합여행업,7.79%,32.6%,0.02
종합유원시설업,-0.09%,-100.0%,0.22
종합체육시설업,0.03%,2.37%,0.48
종합휴양업,-0.05%,-100.0%,0.34
즉석판매제조가공업,44.57%,1.2%,0.45
집단급식소,-25.35%,-13.13%,0.28
집단급식소식품판매업,5.65%,9.6%,0.28
집유업,-0.27%,-100.0%,0.09
청소년게임제공업,-47.59%,-42.71%,0.0
체력단련장업,-13.0%,-28.05%,0.12
체육도장업,-17.52%,-31.19%,0.11
축산가공업,6.53%,23.34%,0.13
축산물보관업,-0.88%,-24.73%,0.35
축산물운반업,-15.94%,-53.84%,0.19
축산판매업,-40.93%,-11.86%,0.22
출판사,28.16%,28.25%,0.08
치과기공소,0.89%,10.37%,0.3
통신판매업,2809.35%,80.37%,0.0
특정고압가스업,5.93%,44.23%,0.17
한옥체험업,-0.55%,-14.89%,0.29
환경관리대행기관,-0.9%,-31.14%,0.39
환경전문공사업,3.24%,43.6%,0.07
환경측정대행업,-0.62%,-17.88%,0.42
환경컨설팅회사,0.69%,108.6%,0.09
후원방문판매업체,30.81%,43.59%,0.06
휴게음식점,279.4%,16.22%,0.11
